,ID,Name in English,Name in French,Name in Spanish,Countries,Country codes alpha 3,ISO639-3 codes,Degree of endangerment,Alternate names,Name in the language,Number of speakers,Sources,Latitude,Longitude,Description of the location,Germany,Denmark,Netherlands,Poland,Belarus,Latvia,Lithuania,Russian Federation,Italy,Albania,Austria,Bosnia and Herzegovina,Bulgaria,Croatia,Estonia,Finland,France,Greece,Hungary,The former Yugoslav Republic of Macedonia,Romania,United Kingdom of Great Britain and Northern Ireland,Slovakia,Slovenia,Switzerland,Czech Republic,Turkey,Ukraine,Serbia,Belgium,India,Bolivia (Plurinational State of),Chile,Azerbaijan,Myanmar,Bangladesh,Spain,Georgia,Iran (Islamic Republic of),Pakistan,Colombia,Iraq,Israel,Jordan,Syrian Arab Republic,Armenia,China,Kyrgyzstan,Mongolia,Lebanon,Bhutan,Republic of Moldova,Oman,Kenya,Tajikistan,Lao People's Democratic Republic,Ireland,Kazakhstan,Argentina,Brazil,Norway,Guyana,Ethiopia,Uzbekistan,Central African Republic,Democratic Republic of the Congo,Micronesia (Federated States of),Cameroon,Congo,Gabon,Ecuador,Canada,French Guiana (France),Cambodia,Guinea-Bissau,Guinea,El Salvador,Liechtenstein,Egypt,Libyan Arab Jamahiriya,Palestine,Algeria,Morocco,Luxembourg,Sweden
768,878,Acoma-Laguna,acoma-laguna,queresano occidental,United States of America,USA,kjq,Definitely endangered,"Acoma, Laguna, Acoma Keresan, Laguan Keresan",,4000.0,"Victor Golla, Ives Goddard, Lyle Campbell, Marianne Mithun, and Mauricio Mixco. 2007. North America. Atlas of the WorldÕs Languages (2nd. edition), ed. by R.E. Asher and C.J. Moseley, 7-44.  London: Routledge.",34.8964,-107.5816,"Spoken in Acoma and Laguna pueblos in northwestern New Mexico, west of Albuquerque. (Laguna is at Lat. N 35/93/14.97, Long. W 107/19/45.57.)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,1097,Aka,aka,aka,"India, Sudan","IND, SDN",hru,Definitely endangered,"Hruso, Hrusso, Akha",,4000.0,,27.1666,92.6312,Bichom valley in West Kameng Dt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,1313,Baga Manduri,baga manduri,baga maduri,Guinea,GIN,bmb,Definitely endangered,,,4000.0,"Tucker Childs, Ethnologue",10.0986,-14.0405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,13,Baga Sitemu,baga sitemou,baga sitemu,Guinea,GIN,bsp,Severely endangered,,,4000.0,"Tucker Childs, Ethnologue",10.1094,-14.1586,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,1044,Botlikh,botlikh,botlij,Russian Federation,RUS,bph,Definitely endangered,,,4000.0,"_. _. _______: __________ ____. Ñ _____ __________ _________ _ ________ __________: ____________ I. ______: _____, 1997.",42.6602,46.2222,the villages of Botlikh and Miarsu in Botlikh County in the Republic of Daghestan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,1181,Bunan,bunan,bunn,India,IND,bfu,Definitely endangered,"Gahri, Punan, Boonan",,4000.0,,32.7503,76.2451,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,749,Cashinahua (Peru),cashinahua (Prou),cashinahua (Per),Peru,PER,cbs,Definitely endangered,"Kaxinaw, Kashinawa",,4000.0,"I. Pozzi-Escot (1998), 'el Multilingismo en el Per' ",-10.3581,-71.5869,"Departamento de Ucayali, Provincia de Purs; cuenca de los ro Curanja y Purs. Aldea de Puerto Rey, entre otras.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,581,Cha'palaa,chapalaa,cayapa,Ecuador,ECU,cbi,Definitely endangered,"Cha'fiki 
Cayapa. Chachi.",,4000.0,,0.9386,-79.0055,"Northwestern coastal jungle of Ecuador in the province of Esmeraldas along the Cayapas River and its tributaries (Onzole, Canand, Sucio, Cojimes, and others), in the counties of San Lorenzo, Eloy
Alfaro, Ro Verde and Muisne.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,459,Evenki (Manchuria),venki (Mandchourie),evenki (Manchuria),China,CHN,"evn, orh",Severely endangered,"dialects: Orochen, Kumarchen (Manegir), Selpechen, Birarchen (Birar), Manchurian Reindeer Tungus, Khamnigan Evenki",,4000.0,"_. _. _______: ___________ ____. Ñ _____ ____: ___________ _____; _______-____________ _____; ________ ____; _________ ____. ______: ______, 1997. 267Ð283. | Viktor Atknine: The Evenki language from the Yenisei to Sakhalin. Ñ Northern minority languages: problems of survival. Edited by Hiroshi Shoji and Juha Janhunen. Senri Ethnological Studies 44; Osaka: National Museum of Ethnology. 109Ð121.",50.34,123.43,"in China, four dialects of Evenki are officially classified under ÔOrochenÕ (Oroqen) nationality: speakers of Orochen proper live scattered around Oroqen Autonomous Banner in Hulun Buir League in northeastern Inner Mongolia; the speakers of the other dialects live along the Amur basin in northwestern Heilongjiang Province: Kumarchen (or Manegir) in the Kumara basin on the upper Amur, Selpechen in the Fa and Selpe basins on the middle Amur, and Birarchen (or Birar) in the Xun and Zhan basins; two recent immigrant groups of Evenki speakers from Russia belong to the official ÔEvenkiÕ (Ewenke) nationality: the Manchurian Reindeer Tungus (ÔYakut EwenkeÕ) in Chen Barag Banner in Hulun Buir League in Inner Mongolia, and the Khamnigan (Tungus Ewenke) in Chen Baerhu Banner in Hulun Buir League",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,523,Gazhuo,gazhuo,kaduo,China,CHN,kaf,Definitely endangered,,,4000.0,Bradley 2008,24.0959,102.5463,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,1047,Godoberi,godoberi,godober,Russian Federation,RUS,gdo,Definitely endangered,Ghodoberi,,4000.0,"_. _. _______: _____________ ____. Ñ _____ __________ _________ _ ________ __________: ____________ I. ______: _____, 1997.",42.643,46.1027,the large village of Godoberi and two small villages Zibirkhali and Beledi in Botlikh County in the Republic of Daghestan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,670,"Kari'a (Guyana, Suriname)","galibi (Guyane, Suriname)","galibi (Guyana, Surinam)","Guyana, Suriname","GUY, SUR","car, ciy",Severely endangered,"Galibi, Kari'a, Carib, Galibi do Oiapoque in Brazil",,4000.0,"J. Forte, in F. Queixals and O. Renault-Lescure, 'As lnguas amaznicas hoje' (2000) 
E.Carlin and J. Arends, 'Atlas of the Languages of Suriname' (2002)
D. Moore, in M. Brenzinger (ed.), 'Language Diversity Threatened' (2007)",6.8828,-60.2929,"Guyana Northwest District. Coastal area of Suriname, on the Coppename, Saramacca, Suriname, and Marowijne rivers. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,2174,Lishan Didan (Israel),lishan didan (Isral),lishann (Israel),Israel,ISR,trg,Severely endangered,"Lishanan, Lishanid Nash Didan,  Lakhlokh, Galligallokh, Judeo-Aramaic, Jewish Northeastern Neo-Aramaic",,4000.0,H.Mutzafi (personal communication),32.0383,34.7827,"All over the country, especially areas of Tel Aviv and Jerusalem",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,2233,Maleng,maleng,pakatan,Lao People's Democratic Republic,LAO,,Definitely endangered,former village name Pakatan,,4000.0,,18.0166,105.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,2312,Napu,napu,napu,Indonesia,IDN,npy,Vulnerable,Pekurehua,,4000.0,Grimes 2000,-1.2882,120.2536,Sulawesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,2316,Rahambuu,rahambuu,rahambuu,Indonesia,IDN,raz,Vulnerable,Wiau,,4000.0,Grimes 2000,-3.1898,121.0858,Sulawesi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,1127,Shingsaba,lhomi,lhomi,"China, Nepal","CHN, NPL",lhm,Vulnerable,Lhomi; Lhoket; Shing Saapa; K__h Bho_e,,4000.0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Kln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.7163,87.4731,Sankhuv_ Sabh_ district as far as the Tibetan border,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,1431,Sinkiang Dagur,dagour du Sinkiang,daguro de Xinjiang,China,CHN,dta,Definitely endangered,Turkestan Dagur; Xinjiang Daur,,4000.0,"Toshiro Tsumagari: Dagur. The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 129Ð153.",46.7737,83.0017,Tacheng Prefecture in Xinjiang Uygur Autonomous Region; an outlying dialect of Dagur not listed separately by the SIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1441,Taa,taa,engaman,Botswana,BWA,nmn,Definitely endangered,"!Xoon, X, West-!X = Nambian Taa, East-!X = Botswanan Taa",,4000.0,"Christfried Naumann (p.c.), Tom Gldemann (p.c.)",-24.1367,20.1049,"Pointer at centre of settlment area, Botswana (3500?) and Namibia (500).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,54,Tennet,tennet,tenet,Sudan,SDN,tex,Vulnerable,,,4000.0,Ethnologue,4.8611,33.2226,"Lopit Hills, northeast of Torit, 5 villages",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,1920,Wapishana (Brazil),wapishana (Brsil),wapishana (Brasil),Brazil,BRA,wap,Definitely endangered,Wapixna,,4000.0,"Databank Moore, 2008.",2.8113,-61.2377,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,1908,Yagua,yagua,yagua,Peru,PER,yad,Definitely endangered,,,4000.0,"Pozzi-Escot, Ins. 1998. El multilingismo en el Per.  CBC. Lima",-3.3598,-72.3779,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,1932,Yanomm,yanomam,yanommi,Brazil,BRA,wca,Vulnerable,Yanomae,,4000.0,"Databank Moore, 2008.",3.3818,-63.8085,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,1981,Yanomami (Venezuela),yanomami (Rpublique bolivarienne du Venezuela),yanomam (Venezuela),Venezuela (Bolivarian Republic of),VEN,wck,Vulnerable,Guaharibo. Guaica.,,4000.0,"Mosonyi and Mosonyi (2000), 'Manuals de lenguas indgenas de Venezuela'.
Gonzlez ez, in Queixals and Renault-Lescure (2000), 'As lnguas amaznicas hoje' ",2.5918,-64.7314,"Southeastern part of the state of Amazonas (sources of the Orinoco, Sierra de Parima), straddling the border with Brazil. Many more Yanomami live in Brazil.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,2404,Younuo Bunu,bunu younuo,bun yunuo,China,CHN,buh,Definitely endangered,,,4000.0,Bradley 2007,25.1463,106.5405,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,717,Zenaga (Mauritania),zenaga (Mauritanie),zenaga  (Mauritania),Mauritania,MRT,zen,Severely endangered,"_Zenaga.As a member of the Berber group, it is currently referred to under the generic term Tamazight, mainly by Tamazight speakers outside the country.",,4000.0,"No reliable figures are available and estimates are hard to establish. The level of endangerment is based on published studies and  local sources. 
The location  is based on recent data by Mauritanian and other linguists.
(Kamal Nat-Zerrad, Catherine Taine-Cheikh))",17.3086,-13.0078,"Berber is spoken in the Trarza region, mainly in the vicinity of Rkiz but also Boutilimit  and Mederdra and near the border with Senegal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,1551,Baghati,baghati,baghati,India,IND,bfz,Critically endangered,,,3976.0,,31.194000000000003,77.0471,"Himachal Pradesh, northwest of Nahan and the Sirmauri area",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,1552,Bharmauri,bharmauri,gaddi,India,IND,gbk,Definitely endangered,Gaddyali; Gadiali; Gadi; Bharmauri Bhadi; Pahari Bharmauri,,3976.0,,32.4912,76.8383,Himachal Pradesh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,1832,Uspantek,uspantque,uspanteco,Guatemala,GTM,usp,Vulnerable,Uspanteco,,3971.0, XI Censo Nacional de Poblacin for number of speakers and language names; contributor H. Antonio Garca Ziga consulted Ethnologue for language locations,15.3475,-90.8684,Uspantn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,2196,Khang Quang Lam,khang quang lam,jang,Viet Nam,VNM,kjm,Severely endangered,,,3921.0,,22.0333,102.6666,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,1323,Konni,koma,konni,Ghana,GHA,kma,Vulnerable,"Koma, Komung",,3800.0,Ethnologue,10.3311,-1.6973,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,1727,Tocho,tocho,tocho,Sudan,SDN,taz,Severely endangered,Tacho,,3800.0,Ethnologue,10.8764,30.1135,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,976,Mixtec of the Puebla-Oaxaca border,mixtque de la frontire Puebla-Oaxaca,Mixteco de la frontera Puebla-Oaxaca,Mexico,MEX,,Definitely endangered,da 'an davi,,3791.0,"Contributor: Thomas C. Smith Stark, Census 2000 and information provided by INALI",18.1333,-97.6833,"Municipality of Santiago Chazumba, state of Oaxaca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,1158,Nupri,nupri,nubr,Nepal,NPL,kte,Definitely endangered,________ ____; Larkya Tibetan; Nubri; Larkya,,3776.0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Kln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com

",28.6384,84.6079,"Gorkh_ district, in and around the Larkya valley",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,1926,Ayoreo,ayoreo,ayoreo,Bolivia (Plurinational State of),BOL,ayo,Definitely endangered,Zamuco. Moro.,,3700.0,,-18.719,-59.6228,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,543,Moyon,moyon,moyon,India,IND,nmo,Definitely endangered,"Mayol, Mayon",,3700.0,,24.4171,94.37799999999999,"Manipur State, Chandel Dt.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,2415,Utsat,utsat,utsat,China,CHN,huq,Definitely endangered,"Tsat, Huihui",,3700.0,Bradley 2007,18.2727,109.3871,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,85,Nayi,nayi,nay,Ethiopia,ETH,noz,Vulnerable,Na'o,,3656.0,Census,7.2698,36.1724,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,2690,Mussau-Emira,mussau-emira,emira,Papua New Guinea,PNG,emi,Definitely endangered,"Mussau, Emira",,3651.0,"Wurm, Stephen A. 2007. 'Australia and the Pacific', pp. 424-557 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.",-1.4774,149.6392,"Mussau and St Matthias Islands, New Ireland Province",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,1737,Narim,narim,longarim,Sudan,SDN,loh,Definitely endangered,"Larim, Longarim",,3623.0,"Fukui, Ethnologue",4.9048,34.2224,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,1834,Garfuna (Guatemala),garifuna (Guatemala),garfuna (Guatemala),Guatemala,GTM,cab,Vulnerable,"Carib, Black Carib",,3564.0, XI Censo Nacional de Poblacin for number of speakers and language names.,15.8268,-88.7506,"Livingston, Puerto Barrios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,1099,Nachiring,nachiring,nachern,Nepal,NPL,ncd,Severely endangered,Nachering; Nacering; Nachhering; Nasring; Bangdale,,3553.0,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Kln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.4144,86.7521,Kho___ district,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
